Circular rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
189 :   0.443547,   0.472406, -84.897503 |   0.839818,  -0.658333,    0.000000 | 5.496337e-04, 7.028587e-04,   0.047908 :       OK
190 :   0.066859,   0.552429,  62.346250 |  -0.754699,   0.519749,    0.000000 | 3.482070e-04, 5.042235e-04,   0.038314 :       OK
191 :   0.489431,   0.142698,  41.635661 |   0.446248,   0.711110,    0.000000 | 1.026231e-03, 6.423379e-04,   0.082626 :       OK
192 :   0.162100,  -0.447043, -42.557731 |  -0.301270,  -0.722802,    0.000000 | 7.034026e-04, 2.941258e-04,   0.055784 :       OK
193 :  -0.239212,  -0.270717,  80.770868 |   0.376856,  -0.460325,    0.000000 | 4.117465e-04, 3.378830e-04,   0.051298 :       OK
194 :  -0.018389,   0.057019,  56.264764 |  -0.094903,   0.026962,    0.000000 | 3.034258e-05, 1.072623e-04,   0.064737 :       OK
195 :  -0.450832,   0.165315, -82.320560 |   0.170584,   0.772133,    0.000000 | 9.063269e-04, 2.013043e-04,   0.067270 :       OK
196 :  -0.406497,   0.183508, -44.380499 |  -0.267069,   0.684175,    0.000000 | 2.687484e-04, 1.043455e-04,   0.022490 :       OK
197 :  -0.232700,   0.507743,   2.593133 |  -0.420639,   0.817937,    0.000000 | 9.290577e-04, 4.764603e-04,   0.065042 :       OK
198 :   0.204761,  -0.649851, -54.119805 |  -0.669456,  -0.900414,    0.000000 | 4.448112e-04, 3.296573e-04,   0.028272 :       OK
199 :  -0.107432,  -0.418973, -43.771198 |  -0.605044,  -0.375832,    0.000000 | 2.604633e-04, 4.181339e-04,   0.039627 :       OK
200 :  -0.494484,   0.062646,  87.835678 |  -0.133842,  -0.809820,    0.000000 | 1.185393e-03, 1.944950e-04,   0.083852 :       OK
201 :   0.061647,   0.292613,  40.774878 |  -0.237822,   0.431206,    0.000000 | 3.631944e-04, 2.008693e-04,   0.048290 :       OK
202 :  -0.005170,   0.141981, -63.764830 |   0.205960,   0.110993,    0.000000 | 2.118900e-04, 3.944020e-04,   0.109642 :       OK
203 :   0.683819,  -0.082756, -21.460758 |   0.998153,  -0.538825,    0.000000 | 1.986573e+00, 2.605811e-02,   1.480827 : Overflow
204 :  -0.140865,  -0.095226,  23.062204 |  -0.152003,  -0.235152,    0.000000 | 2.539302e-04, 1.645473e-04,   0.061916 :       OK
205 :  -0.059920,  -0.567000, -21.825299 |  -0.438735,  -0.830101,    0.000000 | 8.100977e-04, 4.293441e-04,   0.055949 :       OK
206 :   0.330176,  -0.407941,   5.296141 |   0.603407,  -0.618727,    0.000000 | 8.420143e-04, 8.230562e-04,   0.078060 :       OK
207 :  -0.315379,  -0.208699, -17.852276 |  -0.599706,  -0.167914,    0.000000 | 1.306188e-04, 4.686805e-04,   0.044762 :       OK
208 :   0.250890,  -0.423637,  38.382318 |   0.757028,  -0.290330,    0.000000 | 6.671999e-05, 1.724753e-04,   0.013068 :       OK
209 :  -0.319734,  -0.387144, -17.777416 |  -0.696036,  -0.446332,    0.000000 | 8.131003e-04, 1.264490e-03,   0.104174 :       OK
210 :   0.542068,  -0.253443,  20.125931 |   0.981757,  -0.084726,    0.000000 | 5.130900e-05, 5.851947e-04,   0.034156 :       OK
211 :  -0.350892,  -0.326923,  52.141586 |   0.070430,  -0.786618,    0.000000 | 8.679567e-04, 7.672607e-05,   0.063214 :       OK
212 :   0.254974,  -0.403557, -54.144389 |  -0.292681,  -0.729575,    0.000000 | 6.733665e-04, 2.692335e-04,   0.052857 :       OK
213 :   0.156414,  -0.517438, -45.645077 |  -0.429197,  -0.779874,    0.000000 | 6.546775e-04, 3.592919e-04,   0.048067 :       OK
214 :  -0.235858,   0.552120, -21.817742 |  -0.022668,   0.988434,    0.000000 | 1.095602e-03, 2.388737e-05,   0.063506 :       OK
215 :   0.331360,   0.090472, -27.090555 |   0.553652,  -0.115858,    0.000000 | 1.403783e-04, 6.746307e-04,   0.069799 :       OK
216 :   0.500577,  -0.057208,  65.022871 |   0.433476,   0.707455,    0.000000 | 4.603855e-04, 2.829147e-04,   0.037316 :       OK
217 :   0.364037,  -0.079670,  -5.969067 |   0.582588,  -0.192827,    0.000000 | 2.585712e-04, 7.782363e-04,   0.076566 :       OK
218 :   0.003228,   0.025092, -41.238426 |   0.031236,   0.027569,    0.000000 | 1.554552e-05, 1.766380e-05,   0.032363 :       OK
219 :   0.643304,  -0.370120, -20.987954 |   0.770779,  -0.948498,    0.000000 | 4.975953e-01, 1.935074e+00,  24.012046 : Overflow
220 :   0.556588,  -0.007729,  60.629271 |   0.460631,   0.792513,    0.000000 | 1.531550e-03, 8.928367e-04,   0.110809 :       OK
221 :  -0.354499,   0.101295, -64.981198 |  -0.095731,   0.599545,    0.000000 | 4.565197e-05, 6.896316e-06,   0.004357 :       OK
222 :  -0.631047,  -0.013835, -42.901444 |  -0.776738,   0.690725,    0.000000 | 7.720005e-04, 8.701063e-04,   0.064119 :       OK
223 :  -0.101801,   0.260747,  15.301630 |  -0.275014,   0.369924,    0.000000 | 5.826733e-04, 4.321026e-04,   0.090168 :       OK
224 :   0.442392,   0.251413,  -7.693611 |   0.777382,   0.312760,    0.000000 | 4.458435e-04, 1.104473e-03,   0.081442 :       OK
225 :   0.003753,  -0.502490,  56.650209 |   0.694617,  -0.449744,    0.000000 | 7.620285e-04, 1.173788e-03,   0.096897 :       OK
226 :  -0.439951,  -0.005796,   1.055525 |  -0.724194,  -0.022890,    0.000000 | 3.615485e-05, 1.189365e-03,   0.094095 :       OK
227 :  -0.118837,   0.087381,  87.358865 |  -0.152760,  -0.188858,    0.000000 | 3.643152e-04, 2.954618e-04,   0.110642 :       OK
228 :   0.161462,  -0.359584,  12.978141 |   0.392082,  -0.517309,    0.000000 | 3.320662e-05, 2.464897e-05,   0.003650 :       OK
229 :   0.122668,  -0.135597,  76.490268 |   0.264308,   0.144251,    0.000000 | 2.213837e-04, 4.045014e-04,   0.087743 :       OK
230 :   0.254604,  -0.041267,  -4.780127 |   0.412151,  -0.102659,    0.000000 | 1.379409e-04, 5.565134e-04,   0.077343 :       OK
231 :   0.104402,  -0.248974,  24.355489 |   0.325708,  -0.302610,    0.000000 | 6.602896e-05, 7.063814e-05,   0.012461 :       OK
232 :   0.071219,  -0.151411, -35.980118 |  -0.051580,  -0.270672,    0.000000 | 3.385557e-04, 6.411865e-05,   0.071650 :       OK
233 :  -0.079675,   0.196752,  89.111215 |  -0.326000,  -0.126164,    0.000000 | 1.594903e-04, 4.135102e-04,   0.072644 :       OK
234 :   0.324242,  -0.117623, -85.562832 |  -0.151808,  -0.547334,    0.000000 | 3.994861e-04, 1.102682e-04,   0.041805 :       OK
235 :  -0.020491,  -0.235056, -16.422697 |  -0.141804,  -0.361748,    0.000000 | 5.823626e-04, 2.274778e-04,   0.092195 :       OK
236 :  -0.324072,   0.453781,  37.894561 |  -0.880121,   0.261916,    0.000000 | 1.230748e-04, 4.159767e-04,   0.027067 :       OK
237 :  -0.437673,  -0.106187,  21.555672 |  -0.606088,  -0.427440,    0.000000 | 7.679982e-04, 1.086096e-03,   0.102763 :       OK
238 :  -0.121734,  -0.437208, -70.505244 |  -0.745602,  -0.051296,    0.000000 | 6.540958e-05, 9.668155e-04,   0.074289 :       OK
239 :   0.356620,  -0.579056, -89.635771 |  -0.949813,  -0.593317,    0.000000 | 7.569772e-04, 1.214879e-03,   0.073233 :       OK
240 :  -0.324652,  -0.085500, -84.200162 |  -0.194103,   0.517659,    0.000000 | 1.984813e-04, 7.484060e-05,   0.021984 :       OK
241 :   0.256308,   0.427073,  36.128032 |  -0.073739,   0.816900,    0.000000 | 4.626869e-05, 4.700941e-06,   0.003248 :       OK
242 :   0.269857,  -0.075894, -77.161735 |  -0.023111,  -0.461050,    0.000000 | 7.047341e-04, 3.615986e-05,   0.087584 :       OK
243 :  -0.363936,   0.250892,  14.140857 |  -0.682092,   0.254223,    0.000000 | 2.111425e-04, 5.644640e-04,   0.047436 :       OK
244 :   0.305284,  -0.534838,  38.968383 |   0.944766,  -0.368615,    0.000000 | 4.636942e-04, 1.192447e-03,   0.072285 :       OK
245 :   0.163115,   0.463422, -32.932942 |   0.640337,   0.494481,    0.000000 | 5.699598e-04, 7.398024e-04,   0.066138 :       OK
246 :   0.390844,  -0.147479, -67.940879 |   0.016638,  -0.687720,    0.000000 | 5.513775e-04, 1.399879e-05,   0.045938 :       OK
247 :  -0.214280,   0.179701, -39.079896 |  -0.087369,   0.452166,    0.000000 | 3.095016e-04, 6.021016e-05,   0.039228 :       OK
248 :   0.019795,  -0.527045,  -0.551029 |   0.024249,  -0.868190,    0.000000 | 5.488737e-04, 1.605671e-05,   0.036224 :       OK
249 :  -0.059793,   0.050365, -39.771657 |  -0.022621,   0.126738,    0.000000 | 1.493407e-04, 2.683005e-05,   0.067528 :       OK
250 :   0.228885,  -0.066357, -62.194018 |   0.079168,  -0.384371,    0.000000 | 7.370278e-04, 1.527945e-04,   0.109893 :       OK
251 :  -0.463752,   0.291600,  -6.166504 |  -0.707689,   0.559450,    0.000000 | 1.005507e-03, 1.268668e-03,   0.102816 :       OK
252 :  -0.037218,  -0.122764, -21.000374 |  -0.129668,  -0.166770,    0.000000 | 3.900443e-05, 3.014935e-05,   0.013371 :       OK
253 :   0.267271,  -0.453917,   1.334146 |   0.457416,  -0.737042,    0.000000 | 9.628756e-04, 5.990937e-04,   0.074905 :       OK
254 :  -0.358739,  -0.205360, -27.260738 |  -0.680042,  -0.030026,    0.000000 | 8.999842e-06, 1.933891e-04,   0.016295 :       OK
255 :   0.454226,  -0.024999,   4.719631 |   0.748852,   0.020517,    0.000000 | 5.522621e-06, 2.202052e-04,   0.016847 :       OK
256 :  -0.461847,  -0.026521,  31.500782 |  -0.625651,  -0.434633,    0.000000 | 3.817778e-05, 5.581097e-05,   0.005086 :       OK
257 :   0.658016,   0.040781,  46.700272 |   0.694270,   0.834671,    0.000000 | 4.264337e-01, 1.827257e+00,  24.864779 : Overflow
258 :   0.258807,  -0.391474,  22.576979 |   0.641034,  -0.431633,    0.000000 | 1.835166e-04, 2.715425e-04,   0.024299 :       OK
259 :  -0.011844,   0.413721,  28.541402 |  -0.342655,   0.589183,    0.000000 | 4.715692e-04, 2.750088e-04,   0.045890 :       OK
260 :   0.107399,  -0.306506,  81.395372 |   0.525522,   0.099353,    0.000000 | 1.714106e-04, 9.006100e-04,   0.098213 :       OK
261 :   0.251509,   0.177337, -82.112948 |   0.346103,  -0.370185,    0.000000 | 3.303224e-04, 3.081177e-04,   0.051071 :       OK
262 :   0.043723,   0.339420, -21.994086 |   0.276092,   0.491299,    0.000000 | 9.508810e-04, 5.359841e-04,   0.110974 :       OK
263 :   0.374531,   0.405864,  39.935317 |   0.043879,   0.908392,    0.000000 | 1.169290e-04, 6.234197e-06,   0.007377 :       OK
264 :  -0.026956,   0.404610, -42.946678 |   0.421466,   0.517964,    0.000000 | 9.896010e-04, 8.031205e-04,   0.109353 :       OK
265 :  -0.417390,  -0.149607, -45.085940 |  -0.659764,   0.312806,    0.000000 | 3.472307e-04, 7.302384e-04,   0.063450 :       OK
266 :  -0.285464,   0.317102,  81.205726 |  -0.587923,  -0.384728,    0.000000 | 4.308094e-04, 6.567246e-04,   0.064048 :       OK
267 :  -0.303180,   0.607029, -61.026177 |   0.632670,   0.921009,    0.000000 | 9.667307e-04, 6.624701e-04,   0.060093 :       OK
268 :   0.249995,   0.380367,  -0.517132 |   0.417319,   0.622632,    0.000000 | 2.554478e-05, 1.654675e-05,   0.002326 :       OK
269 :  -0.193593,  -0.094504, -15.275492 |  -0.348539,  -0.066136,    0.000000 | 7.434811e-05, 3.894182e-04,   0.064030 :       OK
270 :  -0.297415,  -0.481382, -10.773757 |  -0.629323,  -0.687194,    0.000000 | 3.529453e-04, 3.222522e-04,   0.029387 :       OK
271 :  -0.553661,   0.050054,  44.986632 |  -0.703123,  -0.586254,    0.000000 | 8.982627e-04, 1.074749e-03,   0.087665 :       OK
272 :   0.331043,  -0.246953, -45.180932 |   0.095791,  -0.673346,    0.000000 | 3.706117e-04, 5.326346e-05,   0.031542 :       OK
273 :   0.377433,   0.553647, -81.256351 |   0.995612,  -0.475724,    0.000000 | 1.976424e+00, 1.863978e-01,   9.691300 : Overflow
274 :  -0.653288,   0.160448,  72.070141 |  -0.582578,  -0.942221,    0.000000 | 2.401887e-01, 1.900683e+00,  13.531153 : Overflow
275 :  -0.489440,  -0.447155,  14.117330 |  -0.602045,  -0.910705,    0.000000 | 3.795897e-04, 2.518828e-04,   0.023909 :       OK
276 :   0.243375,   0.326517,  70.423390 |  -0.372326,   0.557777,    0.000000 | 6.592325e-04, 4.389731e-04,   0.067666 :       OK
277 :   0.561469,   0.336766, -88.315240 |   0.581516,  -0.907901,    0.000000 | 8.229762e-04, 5.257822e-04,   0.051898 :       OK
278 :   0.073963,   0.234095,  -6.114714 |   0.162169,   0.370331,    0.000000 | 4.467201e-04, 1.950175e-04,   0.069080 :       OK
279 :   0.032154,  -0.048609, -82.486126 |  -0.072436,  -0.062963,    0.000000 | 1.081715e-04, 1.241373e-04,   0.098296 :       OK
280 :   0.038960,   0.575786, -12.687637 |   0.270845,   0.910937,    0.000000 | 1.001993e-03, 2.991492e-04,   0.063044 :       OK
281 :  -0.163351,  -0.521902, -80.162617 |  -0.892770,   0.118207,    0.000000 | 2.367303e-05, 1.832995e-04,   0.011759 :       OK
282 :  -0.388917,   0.453030,  58.303420 |  -0.971263,  -0.152944,    0.000000 | 6.046808e-05, 3.885244e-04,   0.022913 :       OK
283 :  -0.186351,   0.341339, -21.092015 |  -0.084033,   0.634879,    0.000000 | 1.163416e-03, 1.554879e-04,   0.105012 :       OK
284 :  -0.276594,  -0.399284,  51.251880 |   0.227721,  -0.766778,    0.000000 | 9.201963e-04, 2.721521e-04,   0.068736 :       OK
285 :  -0.292204,  -0.502949, -70.329821 |  -0.941876,   0.174323,    0.000000 | 7.950299e-05, 4.256790e-04,   0.025903 :       OK
286 :  -0.274739,  -0.470147,   8.358359 |  -0.335080,  -0.831763,    0.000000 | 1.099212e-03, 4.442842e-04,   0.075754 :       OK
287 :   0.084654,   0.051249, -63.336612 |   0.137978,  -0.086709,    0.000000 | 1.368427e-04, 2.171799e-04,   0.090252 :       OK
288 :   0.581917,   0.093498, -44.199387 |   0.794346,  -0.557687,    0.000000 | 1.961498e-04, 2.805677e-04,   0.020209 :       OK
289 :  -0.150414,   0.154167,  76.081528 |  -0.306002,  -0.179355,    0.000000 | 1.532622e-04, 2.607828e-04,   0.048862 :       OK
290 :   0.063188,  -0.134529, -37.407598 |  -0.051925,  -0.239186,    0.000000 | 2.776757e-04, 6.060859e-05,   0.066532 :       OK
291 :  -0.503073,   0.306499,  -0.796945 |  -0.821341,   0.516204,    0.000000 | 5.245560e-04, 8.367334e-04,   0.058328 :       OK
292 :  -0.183658,   0.202067,  23.462831 |  -0.409923,   0.184825,    0.000000 | 4.841085e-05, 1.066360e-04,   0.014922 :       OK
293 :   0.284058,  -0.134870, -70.235683 |  -0.050836,  -0.515322,    0.000000 | 9.334361e-04, 9.089821e-05,   0.103771 :       OK
294 :   0.138161,   0.605365,  44.853014 |  -0.541806,   0.867180,    0.000000 | 3.673000e-05, 2.217849e-05,   0.002404 :       OK
295 :   0.371820,   0.114889,  45.085004 |   0.298339,   0.567184,    0.000000 | 6.377504e-04, 3.345392e-04,   0.064386 :       OK
296 :   0.073046,  -0.803056,  39.231144 |   0.929554,  -0.948287,    0.000000 | 4.184576e-01, 1.780226e+00,  20.796195 : Overflow
297 :  -0.411314,  -0.122854,  85.750324 |   0.151562,  -0.690466,    0.000000 | 8.288526e-04, 1.809566e-04,   0.068762 :       OK
298 :   0.507113,  -0.395426,   2.535915 |   0.863088,  -0.613585,    0.000000 | 8.434938e-05, 1.174695e-04,   0.007824 :       OK
299 :  -0.005875,   0.248467,  27.566386 |  -0.197928,   0.358239,    0.000000 | 6.139748e-04, 3.382405e-04,   0.098131 :       OK
300 :  -0.368672,   0.012589, -64.153014 |  -0.246026,   0.555419,    0.000000 | 5.302846e-04, 2.356173e-04,   0.054731 :       OK
301 :   0.484380,   0.120041, -19.200974 |   0.818299,  -0.075654,    0.000000 | 5.181490e-06, 6.173028e-05,   0.004319 :       OK
302 :   0.040229,   0.710229, -41.838665 |   0.829505,   0.827176,    0.000000 | 4.140474e-01, 1.781947e+00,  23.403716 : Overflow
303 :  -0.437935,   0.197366,  28.822233 |  -0.788522,  -0.062922,    0.000000 | 1.170417e-05, 1.532007e-04,   0.011129 :       OK
304 :  -0.417396,  -0.133447,  29.616229 |  -0.488951,  -0.530726,    0.000000 | 8.264119e-04, 7.595522e-04,   0.089120 :       OK
305 :  -0.456722,   0.361838,  84.664123 |  -0.663220,  -0.693442,    0.000000 | 4.632570e-04, 4.442079e-04,   0.038324 :       OK
306 :  -0.327738,  -0.457522, -71.535376 |  -0.885577,   0.273297,    0.000000 | 2.880683e-04, 9.371897e-04,   0.060614 :       OK
307 :  -0.242542,  -0.493424,  79.683106 |   0.727882,  -0.538473,    0.000000 | 1.886943e-04, 2.561292e-04,   0.020132 :       OK
308 :   0.118685,   0.444926,  30.330703 |  -0.201305,   0.731098,    0.000000 | 5.875725e-04, 1.625400e-04,   0.046063 :       OK
309 :  -0.044877,  -0.491679, -82.364425 |  -0.812318,  -0.034337,    0.000000 | 1.344291e-05, 3.318598e-04,   0.023406 :       OK
310 :   0.257414,   0.040847,  -7.867337 |   0.429117,   0.008609,    0.000000 | 5.048647e-06, 2.348384e-04,   0.031357 :       OK
311 :  -0.187736,  -0.475864, -79.862785 |  -0.825815,   0.166406,    0.000000 | 1.876821e-04, 9.260093e-04,   0.064262 :       OK
312 :   0.142014,   0.607109, -30.319611 |   0.706580,   0.744959,    0.000000 | 7.423276e-04, 7.056873e-04,   0.057155 :       OK
313 :  -0.610918,  -0.115718, -73.708671 |  -0.465122,   0.912184,    0.000000 | 6.232576e-04, 3.187986e-04,   0.039173 :       OK
314 :   0.078659,   0.617503,  74.119065 |  -0.942622,   0.402847,    0.000000 | 1.438234e-05, 3.199572e-05,   0.001960 :       OK
315 :  -0.223712,   0.321970, -61.229428 |   0.287443,   0.578113,    0.000000 | 4.092209e-04, 2.028287e-04,   0.040532 :       OK
316 :   0.029751,  -0.186747,  12.290675 |   0.113333,  -0.290049,    0.000000 | 6.269440e-05, 2.471667e-05,   0.012399 :       OK
317 :   0.185447,   0.380025, -31.833160 |   0.589534,   0.370605,    0.000000 | 7.109746e-04, 1.134221e-03,   0.110144 :       OK
318 :   0.546847,   0.249578, -72.057141 |   0.668430,  -0.730113,    0.000000 | 5.845251e-04, 5.338603e-04,   0.045821 :       OK
319 :  -0.417687,  -0.199159,   0.613200 |  -0.684280,  -0.335310,    0.000000 | 5.743848e-04, 1.175824e-03,   0.098394 :       OK
320 :  -0.253871,   0.544665, -43.756517 |   0.318351,   0.936973,    0.000000 | 4.081793e-04, 1.379221e-04,   0.024946 :       OK
321 :   0.693766,  -0.277012,  59.452915 |   0.973515,   0.752058,    0.000000 | 7.010887e-04, 9.096935e-04,   0.053492 :       OK
322 :  -0.504432,  -0.209922, -31.423157 |  -0.889079,   0.138086,    0.000000 | 1.761024e-04, 1.125430e-03,   0.072540 :       OK
323 :  -0.032920,  -0.579910, -30.897288 |  -0.536897,  -0.791614,    0.000000 | 1.009699e-03, 6.831358e-04,   0.073024 :       OK
324 :  -0.257455,  -0.531043,  20.014192 |  -0.099063,  -0.966791,    0.000000 | 1.309251e-03, 1.326351e-04,   0.077582 :       OK
325 :   0.201687,  -0.466006, -29.079242 |  -0.082706,  -0.832090,    0.000000 | 6.583206e-04, 6.463759e-05,   0.045325 :       OK
326 :  -0.006844,   0.358071, -71.865297 |   0.556859,   0.194243,    0.000000 | 4.659517e-05, 1.347688e-04,   0.013853 :       OK
327 :  -0.477129,  -0.183854,  40.235232 |  -0.404252,  -0.738646,    0.000000 | 1.075555e-03, 5.902669e-04,   0.083483 :       OK
328 :  -0.449695,  -0.306569,  22.236342 |  -0.494419,  -0.747542,    0.000000 | 1.208168e-03, 7.969896e-04,   0.092527 :       OK
329 :   0.099538,  -0.070411, -87.568000 |  -0.108891,  -0.168687,    0.000000 | 2.831273e-04, 1.822757e-04,   0.096090 :       OK
330 :  -0.205623,   0.537617, -50.998826 |   0.474916,   0.820315,    0.000000 | 5.658588e-04, 3.266434e-04,   0.039494 :       OK
331 :   0.162078,  -0.051348, -57.182859 |   0.073588,  -0.270134,    0.000000 | 1.974738e-04, 5.353141e-05,   0.041870 :       OK
332 :   0.293497,  -0.048644,  61.014913 |   0.304279,   0.383964,    0.000000 | 3.269242e-04, 2.597022e-04,   0.048830 :       OK
333 :  -0.136238,  -0.152478, -18.361130 |  -0.292026,  -0.167640,    0.000000 | 4.838673e-05, 8.383200e-05,   0.016470 :       OK
334 :   0.026770,  -0.641534, -47.835191 |  -0.753468,  -0.741836,    0.000000 | 1.471193e-05, 1.398424e-05,   0.001099 :       OK
335 :   0.534695,  -0.340249,   4.891143 |   0.925082,  -0.483193,    0.000000 | 2.982027e-04, 5.727825e-04,   0.035451 :       OK
336 :  -0.285579,   0.524734, -70.507336 |   0.657658,   0.731668,    0.000000 | 9.210210e-04, 8.297482e-04,   0.072197 :       OK
337 :  -0.597074,  -0.527428,   3.456139 |  -0.929090,  -0.926241,    0.000000 | 8.594435e-01, 1.801739e+00,  41.543861 : Overflow
338 :  -0.398015,  -0.205387, -35.566774 |  -0.729884,   0.106111,    0.000000 | 1.944648e-04, 1.349647e-03,   0.105928 :       OK
339 :  -0.091972,   0.601618,  45.794235 |  -0.815789,   0.582198,    0.000000 | 2.695558e-04, 3.789893e-04,   0.026587 :       OK
340 :  -0.160775,  -0.006509, -86.130202 |  -0.028562,   0.263431,    0.000000 | 4.664951e-06, 6.754311e-07,   0.001019 :       OK
341 :   0.626657,   0.276195, -81.619504 |   0.600374,  -0.954645,    0.000000 | 1.632287e-03, 1.023750e-03,   0.097891 :       OK
342 :   0.099776,  -0.090523, -80.579944 |  -0.120166,  -0.186490,    0.000000 | 5.984824e-05, 3.874489e-05,   0.018413 :       OK
343 :  -0.400298,  -0.031890, -70.287256 |  -0.271788,   0.602850,    0.000000 | 7.207678e-04, 3.239726e-04,   0.068468 :       OK
